time,open,high,low,close
1776291300,7060.75,7061.25,7060.75,7061.25
1776291360,7061,7061,7060.5,7060.5
1776291420,7060.75,7061.75,7060.75,7061
1776291480,7061.25,7061.5,7060.5,7061
1776291540,7061,7061,7059.75,7060
1776291600,7060,7060.75,7059.75,7060.75
1776291660,7060.75,7061,7059.75,7060.25
1776291720,7060.5,7061.5,7060.5,7061.5
1776291780,7061.75,7061.75,7061.25,7061.25
1776291840,7061.25,7061.75,7061.25,7061.25
1776291900,7061.5,7061.75,7061,7061.5
1776291960,7061.25,7061.5,7061.25,7061.25
1776292020,7061.25,7062,7061,7061.75
1776292080,7061.75,7062.25,7061.5,7062.25
1776292140,7062,7062.5,7061.5,7061.75
1776292200,7062,7063,7062,7063
1776292260,7063,7063.75,7063,7063.5
1776292320,7063.5,7064,7063,7063
1776292380,7063.25,7063.5,7063,7063.25
1776292440,7063.25,7063.5,7063.25,7063.25
1776292500,7063,7064.5,7063,7064.25
1776292560,7064.25,7064.25,7063.25,7063.75
1776292620,7064,7064.5,7064,7064.25
1776292680,7064.25,7065,7064.25,7064.75
1776292740,7064.75,7065.75,7064.75,7065.5
1776292800,7065.25,7065.5,7065,7065
1776292860,7064.75,7065,7064.5,7064.5
1776292920,7064.5,7064.5,7064.25,7064.25
1776292980,7064,7064,7063.5,7064
1776293040,7064,7064,7064,7064
1776293100,7064.25,7064.5,7064.25,7064.25
1776293160,7064.25,7064.75,7064.25,7064.5
1776293220,7064.5,7065.25,7064.5,7065
1776293280,7064.75,7065,7064.5,7065
1776293340,7065,7065,7064.5,7064.75
1776293400,7064.5,7065,7064.5,7064.5
1776293460,7064.25,7064.5,7064,7064.25
1776293520,7064.25,7064.75,7064.25,7064.5
1776293580,7064.5,7064.75,7064.5,7064.5
1776293640,7064.75,7065,7064.75,7064.75
1776293700,7064.5,7064.75,7064.5,7064.75
1776293760,7064.5,7064.75,7064.5,7064.5
1776293820,7064.5,7065,7064.5,7065
1776293880,7064.75,7065.25,7064.75,7065.25
1776293940,7065.25,7065.5,7065,7065.5
1776294000,7065.5,7065.5,7065,7065.25
1776294060,7065,7065.25,7065,7065.25
1776294120,7065,7065.5,7064.75,7065
1776294180,7065,7065.25,7064.75,7065
1776294240,7065.25,7066.5,7065.25,7066
1776294300,7066.25,7066.25,7066,7066
1776294360,7065.75,7066.25,7065.75,7065.75
1776294420,7065.75,7066.25,7065.75,7066
1776294480,7066.25,7066.75,7066,7066.5
1776294540,7066.25,7066.5,7064.75,7065
1776294600,7065,7065.5,7064.75,7065
1776294660,7065,7065,7064.5,7064.75
1776294720,7064.5,7065.5,7064.5,7065.25
1776294780,7065.5,7065.75,7065.25,7065.5
1776294840,7065.25,7065.25,7065,7065.25
1776294900,7065.25,7065.25,7065,7065
1776294960,7065,7065.25,7065,7065.25
1776295020,7065.25,7066,7065.25,7065.75
1776295080,7066,7066.25,7065.75,7065.75
1776295140,7065.5,7065.5,7065,7065.25
1776295200,7065.25,7065.25,7065,7065
1776295260,7065.25,7065.25,7065,7065.25
1776295320,7065,7065.25,7064.75,7065
1776295380,7065.25,7065.25,7065,7065
1776295440,7065.5,7065.5,7065,7065
1776295500,7065.25,7065.25,7065.25,7065.25
1776295560,7065.25,7065.25,7064,7064.25
1776295620,7064.25,7064.5,7064,7064.5
1776295680,7064.75,7065,7064.75,7065
1776295740,7065,7065,7064.75,7065
1776295800,7065.25,7065.25,7064.75,7064.75
1776295860,7065,7065,7064.75,7064.75
1776295920,7064.75,7065.5,7064.75,7065.25
1776295980,7065.25,7066,7065.25,7066
1776296040,7066,7066,7065.75,7066
1776296100,7066.25,7066.75,7066,7066.25
1776296160,7066.5,7066.75,7066.25,7066.75
1776296220,7066.75,7067.25,7066.5,7067.25
1776296280,7067.25,7067.25,7066.75,7067
1776296340,7067,7067.25,7066.75,7066.75
1776296400,7066.75,7066.75,7066.5,7066.75
1776296460,7066.75,7067,7066.75,7067
1776296520,7067,7067.25,7067,7067.25
1776296580,7066.75,7067.25,7066.75,7067.25
1776296640,7067.25,7067.5,7067,7067
1776296700,7067.25,7067.25,7066.75,7067
1776296760,7067.25,7068.25,7067.25,7067.5
1776296820,7067.5,7068.5,7067.5,7068.25
1776296880,7068.25,7069.5,7068.25,7068.5
1776296940,7068.25,7069.5,7068,7068.75
1776297000,7068.75,7069.25,7068.5,7069
1776297060,7069.25,7070,7069,7069.75
1776297120,7069.5,7069.75,7069,7069
1776297180,7069,7069.25,7068.75,7069.25
1776297240,7069.25,7069.25,7069,7069
1776297300,7069,7069.75,7069,7069.25
1776297360,7069.5,7069.5,7069.25,7069.25
1776297420,7069.5,7070,7069,7069.25
1776297480,7069.25,7069.25,7068.75,7069.25
1776297540,7069,7069.25,7068.5,7069
1776297600,7069,7069.5,7068,7068.5
1776297660,7068.5,7070,7068.5,7069.75
1776297720,7070,7070,7068.75,7069.25
1776297780,7069,7069,7068.25,7068.25
1776297840,7068.25,7068.25,7066.5,7067
1776297900,7067,7067.5,7066.25,7066.25
1776297960,7066.5,7067.25,7066,7067
1776298020,7067.25,7067.75,7067,7067.75
1776298080,7067.75,7067.75,7066.25,7066.5
1776298140,7067,7067.5,7066.75,7067.5
1776298200,7067.25,7069.25,7067.25,7069
1776298260,7068.75,7069,7068.5,7068.75
1776298320,7068.5,7069.75,7068.5,7069.5
1776298380,7069.25,7070,7068.75,7069
1776298440,7069,7069.5,7069,7069.25
1776298500,7069,7069.75,7068.25,7069.75
1776298560,7069.5,7072,7069.5,7070.75
1776298620,7070.75,7071.25,7070,7070.5
1776298680,7070.75,7071.5,7070.5,7070.75
1776298740,7070.75,7071.25,7070.5,7071
1776298800,7070.5,7070.5,7069,7069.25
1776298860,7069.25,7069.5,7068.75,7069
1776298920,7069,7069.5,7068.5,7069.25
1776298980,7069.25,7069.5,7069,7069
1776299040,7069,7069.5,7068.75,7069.25
1776299100,7069.5,7069.5,7068,7068.5
1776299160,7068.75,7069.25,7068.75,7068.75
1776299220,7068.75,7069,7068.5,7068.75
1776299280,7068.75,7069,7068,7068
1776299340,7068.5,7068.5,7067.5,7068
1776299400,7068.25,7069,7068.25,7069
1776299460,7068.75,7069.25,7068.5,7069
1776299520,7069.25,7069.5,7068.75,7069.25
1776299580,7069.25,7069.5,7068.75,7069
1776299640,7069.25,7070,7069,7069.75
1776299700,7070,7070.75,7069.75,7070.5
1776299760,7070.75,7070.75,7070,7070.25
1776299820,7070.5,7070.75,7070.25,7070.75
1776299880,7070.5,7070.75,7070,7070.25
1776299940,7070.25,7072,7070.25,7071.25
1776300000,7071,7072,7071,7071.5
1776300060,7071.75,7071.75,7071.25,7071.25
1776300120,7071.25,7072,7071.25,7072
1776300180,7071.5,7072.5,7071.25,7072
1776300240,7072,7072,7071.5,7071.5
1776300300,7071.75,7071.75,7071,7071.5
1776300360,7071.75,7072.5,7071.5,7072
1776300420,7072.25,7072.75,7072.25,7072.5
1776300480,7072.5,7073.75,7072.25,7073.5
1776300540,7073.5,7074.5,7073.5,7074.25
1776300600,7074.5,7075.75,7074.5,7075.5
1776300660,7075.75,7076,7073.75,7074.5
1776300720,7074.5,7075.25,7074.25,7074.5
1776300780,7074.5,7074.75,7074.25,7074.5
1776300840,7074.25,7074.5,7073.75,7074
1776300900,7073.75,7074.25,7073.75,7074
1776300960,7074,7074,7073.25,7073.5
1776301020,7073.75,7073.75,7073.25,7073.75
1776301080,7074,7074.5,7073.75,7074.5
1776301140,7074.5,7074.5,7073.75,7073.75
1776301200,7073.75,7073.75,7072.25,7072.5
1776301260,7072.5,7073.5,7072.5,7073
1776301320,7072.75,7072.75,7072,7072.5
1776301380,7072.5,7073,7072.25,7072.25
1776301440,7072.5,7072.75,7071.75,7071.75
1776301500,7072,7072.25,7071.25,7071.75
1776301560,7071.75,7073,7071.5,7073
1776301620,7073,7073.25,7072.75,7072.75
1776301680,7072.5,7073.25,7072.5,7073.25
1776301740,7073.25,7073.75,7072.75,7073.25
1776301800,7073.5,7074,7073.5,7074
1776301860,7073.75,7074.5,7073.75,7074
1776301920,7074,7074.25,7073.5,7073.75
1776301980,7073.5,7074,7073.5,7073.75
1776302040,7073.5,7073.75,7073.25,7073.25
1776302100,7073.5,7074,7073.5,7074
1776302160,7073.75,7073.75,7073.5,7073.5
1776302220,7073.5,7074.5,7073.5,7074
1776302280,7074,7074.25,7073.75,7074
1776302340,7074,7074.5,7074,7074.5
1776302400,7074.25,7075.75,7074.25,7075.5
1776302460,7075.25,7075.75,7075,7075.25
1776302520,7075.25,7075.5,7074.75,7075
1776302580,7074.75,7075.25,7074.5,7075
1776302640,7075.25,7075.25,7074,7074
1776302700,7074,7074,7073.5,7073.75
1776302760,7073.5,7074.25,7073.5,7074.25
1776302820,7074.25,7074.25,7073.75,7074
1776302880,7073.75,7073.75,7073.25,7073.25
1776302940,7073.5,7074,7073.25,7074
1776303000,7073.75,7074,7073,7073.5
1776303060,7073.5,7074,7073.5,7073.75
1776303120,7073.75,7074.25,7073.5,7073.75
1776303180,7073.75,7073.75,7073.25,7073.25
1776303240,7073.25,7073.5,7073,7073.25
1776303300,7073.25,7073.25,7072.5,7072.5
1776303360,7072.25,7072.75,7072.25,7072.75
1776303420,7072.75,7072.75,7072,7072.5
1776303480,7072.5,7073.25,7072.5,7073
1776303540,7073,7073.75,7073,7073.75
1776303600,7073.75,7074.5,7073.25,7074.5
1776303660,7074.25,7075.25,7074,7075.25
1776303720,7075.25,7076,7075.25,7075.75
1776303780,7075.75,7076.75,7075.75,7076.25
1776303840,7076.5,7077.5,7075.25,7075.75
1776303900,7075.5,7075.75,7075,7075.5
1776303960,7075.75,7075.75,7074.75,7075.25
1776304020,7075.25,7075.75,7074.75,7074.75
1776304080,7074.75,7075.5,7074.75,7075
1776304140,7075,7075.5,7074.75,7075
1776304200,7075.25,7075.25,7074.5,7074.75
1776304260,7074.75,7075,7074.25,7074.5
1776304320,7074.5,7074.75,7074.25,7074.5
1776304380,7074.5,7075,7074.25,7074.75
1776304440,7075,7075,7074.25,7074.25
1776304500,7074.5,7074.5,7073.75,7073.75
1776304560,7073.5,7073.75,7072.5,7072.5
1776304620,7072.5,7073.5,7072.25,7073.25
1776304680,7073.25,7073.25,7072.75,7073.25
1776304740,7073,7073,7072.5,7072.5
1776304800,7072.75,7074,7072.5,7073.75
1776304860,7074,7075,7074,7074.5
1776304920,7074.5,7074.5,7073.75,7074.25
1776304980,7074.25,7074.5,7073.75,7074
1776305040,7074,7074.25,7074,7074
1776305100,7074,7074.5,7073.75,7074.25
1776305160,7074.25,7074.75,7074.25,7074.5
1776305220,7074.5,7074.75,7074.25,7074.25
1776305280,7074.25,7074.75,7074,7074.5
1776305340,7074.5,7074.5,7073.75,7074
1776305400,7074.25,7074.75,7074,7074
1776305460,7074.25,7074.25,7074,7074.25
1776305520,7074.25,7074.5,7074.25,7074.25
1776305580,7074.25,7074.25,7073.75,7074
1776305640,7074,7074,7073.5,7073.5
1776305700,7073.25,7073.75,7072.75,7072.75
1776305760,7073,7073.5,7072.75,7073
1776305820,7072.75,7073.25,7072.5,7072.75
1776305880,7073,7073.25,7072.5,7072.75
1776305940,7072.75,7073,7072.25,7072.5
1776306000,7072.5,7073.25,7072.5,7073.25
1776306060,7073.5,7073.5,7072.75,7073
1776306120,7073,7073.5,7073,7073.5
1776306180,7073.5,7073.75,7073.5,7073.75
1776306240,7073.5,7074,7073.5,7073.75
1776306300,7073.75,7073.75,7073,7073.5
1776306360,7073.5,7073.5,7073,7073.25
1776306420,7073.25,7073.75,7073,7073.25
1776306480,7073.5,7073.75,7073.5,7073.5
1776306540,7073.25,7074,7073.25,7073.75
1776306600,7073.75,7074,7073.75,7074
1776306660,7074,7074.5,7074,7074.25
1776306720,7074.5,7074.75,7074.25,7074.5
1776306780,7074.25,7074.25,7073.75,7074
1776306840,7074,7074,7072.75,7073
1776306900,7073.25,7073.75,7073,7073.5
1776306960,7073.5,7073.5,7073,7073
1776307020,7073,7073.25,7072.75,7073.25
1776307080,7073.25,7074.25,7073.25,7073.75
1776307140,7073.75,7074.75,7073.75,7074.5
1776307200,7074.75,7075.25,7074.25,7074.5
1776307260,7074.5,7075,7074.5,7075
1776307320,7075,7075.25,7075,7075
1776307380,7075,7075.75,7075,7075.25
1776307440,7075.25,7075.25,7074.25,7074.5
1776307500,7074.75,7075.25,7074.75,7075.25
1776307560,7075,7075,7074,7074
1776307620,7074,7074.25,7073.5,7073.5
1776307680,7073.75,7073.75,7073,7073.5
1776307740,7073.25,7073.75,7073.25,7073.25
1776307800,7073.5,7073.75,7073.5,7073.5
1776307860,7073.5,7073.75,7072.75,7073
1776307920,7072.75,7073.25,7072.5,7072.75
1776307980,7072.75,7073,7070.5,7072
1776308040,7072.25,7072.25,7071.75,7072
1776308100,7072,7072.25,7072,7072.25
1776308160,7072.5,7072.5,7072.25,7072.5
1776308220,7072.5,7072.5,7071.75,7072.25
1776308280,7072,7072.25,7071.75,7072
1776308340,7072.25,7072.5,7072,7072
1776308400,7072,7073.25,7071.75,7073
1776308460,7073,7074,7072.75,7073.75
1776308520,7073.75,7074,7073.25,7074
1776308580,7073.75,7074.25,7073.75,7074.25
1776308640,7074,7075,7074,7074.75
1776308700,7075,7075.5,7075,7075
1776308760,7075,7075,7074.25,7074.25
1776308820,7074.25,7075.25,7074.25,7075.25
1776308880,7075.25,7075.5,7074.75,7074.75
1776308940,7074.75,7074.75,7074.5,7074.5
1776309000,7074.25,7074.5,7073.75,7074.5
1776309060,7074.25,7074.25,7073.5,7073.75
1776309120,7073.75,7074,7073.25,7073.25
1776309180,7073.5,7073.75,7073.25,7073.5
1776309240,7073.5,7074,7073.5,7073.75
1776309300,7073.75,7074.5,7073.75,7074.25
1776309360,7074,7074,7073.5,7073.5
1776309420,7073.75,7073.75,7073.25,7073.25
1776309480,7073.5,7073.5,7072.5,7072.75
1776309540,7072.75,7073,7072.25,7072.75
1776309600,7073,7073.25,7072.75,7073.25
1776309660,7073,7073.5,7073,7073.5
1776309720,7073.25,7073.25,7072.75,7073
1776309780,7073.25,7073.5,7073.25,7073.25
1776309840,7073.5,7073.75,7073.25,7073.75
1776309900,7073.5,7074,7073.5,7073.75
1776309960,7073.75,7073.75,7073.25,7073.25
1776310020,7073.25,7073.5,7073,7073.25
1776310080,7073.25,7073.25,7073,7073
1776310140,7073,7073,7072.75,7072.75
1776310200,7073,7073.5,7073,7073.25
1776310260,7073.5,7073.5,7073,7073.25
1776310320,7073.25,7073.25,7072.25,7072.5
1776310380,7072.25,7072.5,7071.75,7072
1776310440,7072.25,7072.25,7071.5,7071.75
1776310500,7071.75,7072.25,7071.5,7072
1776310560,7072.25,7072.5,7071.5,7072
1776310620,7072.25,7072.25,7071.75,7072
1776310680,7072,7072.25,7072,7072
1776310740,7072,7072,7072,7072
1776310800,7072,7072.25,7071.75,7072.25
1776310860,7072.25,7072.75,7072.25,7072.5
1776310920,7072.75,7072.75,7072,7072.25
1776310980,7072,7072.25,7072,7072.25
1776311040,7072.25,7072.25,7072,7072.25
1776311100,7072,7072.5,7072,7072.25
1776311160,7072.5,7072.75,7072.5,7072.75
1776311220,7072.75,7073,7072.75,7072.75
1776311280,7072.5,7073.25,7072.5,7073
1776311340,7073,7073.25,7072.75,7073
1776311400,7072.75,7073,7072.75,7073
1776311460,7072.75,7072.75,7072.25,7072.25
1776311520,7072.25,7072.25,7072,7072
1776311580,7072,7072,7071.75,7071.75
1776311640,7071.75,7072.5,7071.75,7072.25
1776311700,7072.25,7072.25,7071.75,7072.25
1776311760,7072,7072.25,7071.75,7071.75
1776311820,7071.5,7071.75,7071.5,7071.75
1776311880,7071.75,7072,7071.75,7071.75
1776311940,7071.75,7071.75,7071.25,7071.25
1776312000,7071.25,7071.25,7070,7071
1776312060,7070.75,7071,7070.5,7070.5
1776312120,7070.5,7070.75,7070,7070.25
1776312180,7070.25,7070.5,7070,7070.25
1776312240,7070.25,7070.75,7070,7070.75
1776312300,7070.75,7070.75,7070,7070.25
1776312360,7070.25,7071,7070.25,7071
1776312420,7071,7071.25,7070.75,7071
1776312480,7071,7071.5,7070.5,7070.5
1776312540,7070.5,7071,7070.5,7071
1776312600,7070.75,7071.25,7070.75,7071
1776312660,7071,7071.25,7071,7071.25
1776312720,7071.25,7071.25,7071,7071
1776312780,7071,7071.25,7070.75,7070.75
1776312840,7070.75,7071.5,7070.75,7071.5
1776312900,7071.5,7072,7071.25,7071.75
1776312960,7071.75,7072,7071.75,7072
1776313020,7072.25,7072.75,7072,7072.75
1776313080,7072.5,7072.75,7072.5,7072.5
1776313140,7072.25,7072.5,7072,7072.25
1776313200,7072.25,7072.25,7072,7072
1776313260,7072,7072.75,7072,7072.25
1776313320,7072.5,7072.5,7072.25,7072.25
1776313380,7072,7072.25,7070.5,7070.75
1776313440,7070.75,7071,7070.75,7071
1776313500,7070.75,7071,7070.5,7070.75
1776313560,7070.75,7071,7070.5,7070.75
1776313620,7070.75,7071,7070.75,7070.75
1776313680,7070.5,7070.75,7070.5,7070.5
1776313740,7070.5,7070.5,7070.25,7070.5
1776313800,7070.5,7070.75,7070.25,7070.5
1776313860,7070.25,7070.5,7070,7070.25
1776313920,7070.25,7070.25,7070,7070.25
1776313980,7070,7070.5,7070,7070
1776314040,7070.25,7070.5,7070,7070.25
1776314100,7070.5,7070.5,7070.25,7070.25
1776314160,7070.5,7070.5,7070.25,7070.25
1776314220,7070.25,7070.75,7069.75,7070.25
1776314280,7070.5,7070.5,7070,7070.25
1776314340,7070.25,7070.25,7070,7070.25
1776314400,7070.25,7070.5,7070,7070.25
1776314460,7070.25,7070.75,7069.75,7070
1776314520,7070.25,7070.75,7070.25,7070.5
1776314580,7070.75,7071,7070.5,7071
1776314640,7071.25,7071.25,7071,7071
1776314700,7071,7071.5,7071,7071.25
1776314760,7071.5,7071.5,7071.25,7071.5
1776314820,7071.5,7071.5,7071.25,7071.5
1776314880,7071.25,7071.5,7070.75,7071
1776314940,7071,7071.5,7070.75,7071.25
1776315000,7071.25,7071.75,7070.75,7071
1776315060,7071,7071.5,7071,7071.25
1776315120,7071.25,7071.5,7070.5,7071.25
1776315180,7071.25,7071.5,7071,7071.5
1776315240,7071.5,7071.75,7071.25,7071.5
1776315300,7071.5,7071.75,7071.5,7071.5
1776315360,7071.25,7071.5,7071,7071.25
1776315420,7071.5,7071.5,7071.25,7071.25
1776315480,7071,7071.5,7071,7071.5
1776315540,7071.25,7071.5,7071.25,7071.25
1776315600,7071.5,7071.75,7070.25,7070.25
1776315660,7070.25,7070.75,7070.25,7070.5
1776315720,7070.75,7070.75,7068.25,7068.75
1776315780,7069,7069.75,7069,7069.25
1776315840,7069.25,7069.75,7069.25,7069.5
1776315900,7069.5,7070.25,7069.5,7069.5
1776315960,7069.75,7069.75,7069.25,7069.5
1776316020,7069.5,7069.75,7069.25,7069.5
1776316080,7069.5,7069.75,7069,7069
1776316140,7069,7069.25,7068.75,7069.25
1776316200,7069,7069.25,7068.25,7068.75
1776316260,7068.75,7069.25,7068.75,7068.75
1776316320,7068.5,7069,7068.5,7068.75
1776316380,7068.75,7068.75,7068.25,7068.5
1776316440,7068.5,7068.75,7068.5,7068.75
1776316500,7068.5,7069.25,7068.5,7069.25
1776316560,7069.25,7070,7069.25,7070
1776316620,7070,7070.5,7070,7070.25
1776316680,7070.5,7071.25,7070.5,7070.75
1776316740,7071,7071.25,7071,7071
1776316800,7071.25,7071.25,7070.75,7071
1776316860,7071.25,7072,7071,7072
1776316920,7071.75,7071.75,7071.5,7071.75
1776316980,7071.75,7071.75,7071.5,7071.75
1776317040,7071.75,7071.75,7071.25,7071.25
1776317100,7071.25,7071.5,7071,7071.5
1776317160,7071.5,7071.5,7071,7071.5
1776317220,7071.5,7072.25,7071,7072.25
1776317280,7072,7072.5,7071.75,7072.25
1776317340,7072.25,7072.5,7072,7072.25
1776317400,7072.25,7074.5,7072.25,7073.75
1776317460,7073.75,7073.75,7073,7073.5
1776317520,7073.5,7073.5,7072.75,7073.25
1776317580,7073.5,7074,7073,7073.5
1776317640,7073.5,7074.25,7072.75,7073
1776317700,7073.25,7073.5,7073,7073.25
1776317760,7073.25,7074,7073,7073.75
1776317820,7074,7074.25,7073,7073
1776317880,7073,7073.25,7072.75,7073.25
1776317940,7073.25,7073.5,7073,7073.25
1776318000,7073.25,7073.5,7072.75,7073.5
1776318060,7073.5,7073.75,7073,7073
1776318120,7073,7073.5,7072.75,7072.75
1776318180,7073,7073,7072,7072
1776318240,7072,7072.25,7071.75,7072
1776318300,7072.25,7072.25,7072,7072.25
1776318360,7072.5,7072.75,7072.25,7072.25
1776318420,7072.25,7072.5,7072.25,7072.5
1776318480,7072.5,7072.75,7072.25,7072.5
1776318540,7072.5,7072.75,7072.25,7072.75
1776318600,7072.75,7073,7072.5,7072.75
1776318660,7072.75,7073.5,7072.75,7073.5
1776318720,7073.5,7073.75,7073,7073
1776318780,7073.25,7074,7073.25,7074
1776318840,7073.75,7074,7073.5,7073.75
1776318900,7073.5,7073.5,7072.75,7072.75
1776318960,7072.75,7073.5,7072.75,7073.25
1776319020,7073.25,7073.25,7073,7073
1776319080,7073,7073.25,7073,7073
1776319140,7073,7073.5,7073,7073.5
1776319200,7073.25,7074.75,7073.25,7074.25
1776319260,7074,7075,7073.5,7074.75
1776319320,7074.75,7075.5,7074.75,7075.25
1776319380,7075.25,7075.25,7074.75,7074.75
1776319440,7074.5,7075,7074.5,7074.75
1776319500,7074.75,7075,7074.25,7074.5
1776319560,7074.5,7076.5,7074.5,7076.25
1776319620,7076.25,7077.5,7075.75,7076.25
1776319680,7076.25,7077,7076,7076.75
1776319740,7076.75,7077.5,7076.5,7076.75
1776319800,7076.5,7078,7076.25,7077.5
1776319860,7077.25,7077.25,7076.5,7076.75
1776319920,7076.75,7077.25,7076,7076.75
1776319980,7076.75,7077.5,7076.5,7077
1776320040,7077,7077,7076.5,7076.75
1776320100,7077,7077,7076.25,7076.5
1776320160,7076.25,7076.75,7076,7076.5
1776320220,7076.75,7077.75,7076.75,7077.25
1776320280,7077.25,7077.25,7077,7077
1776320340,7077,7077.25,7076.25,7076.5
1776320400,7076.25,7076.25,7074.75,7075.25
1776320460,7075.25,7075.75,7075.25,7075.25
1776320520,7075.25,7075.75,7075,7075
1776320580,7075,7076.25,7075,7076
1776320640,7076,7076.5,7076,7076.25
1776320700,7076.25,7076.5,7076,7076.25
1776320760,7076.25,7076.75,7076,7076.25
1776320820,7076.25,7076.25,7076,7076
1776320880,7076,7077.25,7076,7077
1776320940,7077.25,7077.75,7076.75,7076.75
1776321000,7076.75,7077.75,7076.5,7077.75
1776321060,7077.5,7078.5,7076.5,7076.5
1776321120,7076.75,7077,7076.5,7076.5
1776321180,7076.75,7077,7076.75,7076.75
1776321240,7076.75,7077,7076.25,7076.75
1776321300,7077,7077.5,7076.75,7076.75
1776321360,7076.5,7076.5,7075.75,7075.75
1776321420,7075.5,7075.75,7074.75,7075.5
1776321480,7075.25,7075.5,7075.25,7075.5
1776321540,7075.5,7075.5,7074.5,7074.75
1776321600,7074.5,7074.75,7074,7074.5
1776321660,7074.5,7075.25,7074.5,7074.75
1776321720,7075,7076.25,7075,7075.75
1776321780,7076,7077.25,7075.75,7077
1776321840,7076.75,7077,7076.25,7076.5
1776321900,7076.75,7077,7076.5,7076.5
1776321960,7076.75,7076.75,7076.5,7076.5
1776322020,7076.75,7077,7076.75,7076.75
1776322080,7077,7077.5,7077,7077.25
1776322140,7077.5,7077.75,7077,7077.25
1776322200,7077.25,7077.75,7077,7077.25
1776322260,7077.25,7077.75,7077.25,7077.5
1776322320,7077.5,7077.75,7077.25,7077.5
1776322380,7077.25,7077.75,7077,7077.25
1776322440,7077.25,7077.75,7077,7077.25
1776322500,7077.5,7077.5,7077,7077.25
1776322560,7077,7077.25,7076.75,7077
1776322620,7076.75,7077.25,7076.75,7077
1776322680,7077,7077.5,7076.75,7077.25
1776322740,7077.5,7077.5,7076.75,7077
1776322800,7077,7077.25,7076,7076.25
1776322860,7076,7076.5,7076,7076.25
1776322920,7076.25,7076.75,7075.25,7075.25
1776322980,7075.25,7075.5,7074.5,7075
1776323040,7075,7075.5,7074.75,7075.25
1776323100,7075.25,7075.25,7073.75,7073.75
1776323160,7073.75,7074.25,7073.25,7073.5
1776323220,7073.75,7074.25,7073.75,7074
1776323280,7074,7074.25,7073.5,7073.75
1776323340,7073.5,7074,7073.25,7074
1776323400,7074,7074.5,7073.5,7074
1776323460,7074,7074,7073.25,7073.25
1776323520,7073.25,7074.75,7072.75,7074.25
1776323580,7074.25,7074.25,7074,7074
1776323640,7074,7074,7073,7073
1776323700,7073,7073.5,7072.75,7073.5
1776323760,7073.5,7074,7072.75,7072.75
1776323820,7073,7073.75,7072.75,7073.5
1776323880,7073.5,7074.5,7073.5,7074.25
1776323940,7074.25,7074.75,7074,7074.75
1776324000,7074.75,7075.5,7074.75,7075
1776324060,7074.75,7075,7074.5,7074.75
1776324120,7074.75,7075.5,7074.5,7075.5
1776324180,7075.75,7076,7075.5,7075.75
1776324240,7075.75,7076.25,7075.5,7075.75
1776324300,7076,7076.25,7075.75,7076
1776324360,7076,7076.25,7075.25,7075.5
1776324420,7075.25,7075.5,7074.25,7074.25
1776324480,7074.5,7075,7074.25,7075
1776324540,7075,7075.5,7074.75,7075.25
1776324600,7075.25,7075.75,7075.25,7075.5
1776324660,7075.5,7075.75,7075.25,7075.5
1776324720,7075.5,7075.5,7074,7075
1776324780,7075,7075.5,7074.75,7075.25
1776324840,7075.25,7076.25,7075.25,7076.25
1776324900,7076.25,7076.5,7076,7076.25
1776324960,7076.5,7076.5,7076,7076
1776325020,7076.25,7077,7076.25,7076.5
1776325080,7076.25,7076.5,7075.5,7075.5
1776325140,7075.75,7076,7075,7075
1776325200,7075.25,7076.75,7074.75,7076.5
1776325260,7076.5,7076.5,7076.25,7076.5
1776325320,7076.5,7077,7076.25,7076.75
1776325380,7076.5,7076.75,7076,7076.5
1776325440,7076.5,7076.5,7075,7076.25
1776325500,7076.25,7076.5,7075.25,7075.75
1776325560,7075.5,7075.5,7074.5,7074.75
1776325620,7074.75,7075,7073.5,7074
1776325680,7074.25,7074.5,7074,7074.25
1776325740,7074.5,7075,7073.75,7074.25
1776325800,7074.25,7074.25,7073.25,7073.5
1776325860,7073.75,7073.75,7073.25,7073.5
1776325920,7073.25,7074.25,7073.25,7073.5
1776325980,7073.25,7073.5,7072.5,7072.75
1776326040,7072.5,7072.75,7071.75,7072
1776326100,7072,7072,7070.25,7070.5
1776326160,7070.5,7071,7069.75,7069.75
1776326220,7070,7070.25,7069.25,7070
1776326280,7070,7071,7070,7071
1776326340,7071,7071.25,7070.5,7070.75
1776326400,7070.75,7071.25,7070.5,7071
1776326460,7071,7072,7071,7071.75
1776326520,7071.5,7071.5,7070.25,7070.25
1776326580,7070.25,7070.5,7069.75,7070.5
1776326640,7070.5,7070.5,7069,7069.25
1776326700,7069,7069,7067.5,7067.5
1776326760,7067.75,7068.75,7067.5,7068.75
1776326820,7068.75,7069,7067.5,7067.5
1776326880,7067.5,7068,7066,7068
1776326940,7068,7068.25,7067.25,7068
1776327000,7068,7068.75,7066.75,7068
1776327060,7068.25,7069.75,7068,7069.25
1776327120,7069.25,7069.75,7068.75,7069.5
1776327180,7069.5,7069.75,7067.5,7068.25
1776327240,7068.25,7068.25,7065.75,7065.75
1776327300,7066.25,7067.25,7066,7067
1776327360,7067.25,7068,7067,7067.75
1776327420,7067.75,7067.75,7065.75,7066.25
1776327480,7066.5,7067,7065.75,7066.75
1776327540,7066.5,7066.75,7065.5,7065.75
1776327600,7066,7067.75,7065.5,7067
1776327660,7066.75,7067.5,7066.5,7067
1776327720,7067,7067,7066,7066.75
1776327780,7067,7067.25,7066.25,7066.25
